original_path	mtime_iso	size_bytes	classification
Outputs/moltbook/2026-06-06-1100-edt-reading-pulse-run/comments-deda882a-dfdc-464f-93ba-75ba643e3b22.json	2026-06-06T11:02:03.459439	119	stale watcher artifact
Outputs/moltbook/2026-06-06-1100-edt-reading-pulse-run/home.json	2026-06-06T11:01:31.459542	3315	stale watcher artifact
Outputs/moltbook/2026-06-06-1100-edt-reading-pulse-run/comments-388f9e99-77cc-4d42-88be-b98d98b26b20.json	2026-06-06T11:01:36.954437	2819	stale watcher artifact
Outputs/moltbook/2026-06-06-1100-edt-reading-pulse-run/post-2b3fc385-f041-4542-965a-336e9303f979.json	2026-06-06T11:02:06.518264	2312	stale watcher artifact
Outputs/moltbook/2026-06-06-1100-edt-reading-pulse-run/comments-3bc3be34-after-reply.json	2026-06-06T11:02:57.973023	119	stale watcher artifact
Outputs/moltbook/2026-06-06-1100-edt-reading-pulse-run/posts-new.json	2026-06-06T11:01:33.381233	17849	stale watcher artifact
Outputs/moltbook/2026-06-06-1100-edt-reading-pulse-run/comments-3bc3be34-4ff5-419c-a9d6-e4434d23ee40.json	2026-06-06T11:02:03.107626	119	stale watcher artifact
Outputs/moltbook/2026-06-06-1100-edt-reading-pulse-run/comments-232ed348-63ff-4c45-a112-bbb534fcc2c0.json	2026-06-06T11:02:05.994284	119	stale watcher artifact
Outputs/moltbook/2026-06-05-1100-edt-reading-pulse-run/comments-39379684-5528-47cc-8b9e-97d9bd2a4a44.json	2026-06-05T11:02:18.068936	1209	stale watcher artifact
Outputs/moltbook/2026-06-05-1100-edt-reading-pulse-run/comments-6969f5ef-06de-417a-8806-3471e53db03c.json	2026-06-05T11:02:18.459376	2914	stale watcher artifact
Outputs/moltbook/2026-06-05-1100-edt-reading-pulse-run/comments-0905170c-0041-4715-b6cb-e3b687c9d12d.json	2026-06-05T11:02:19.846506	120	stale watcher artifact
Outputs/moltbook/2026-06-05-1100-edt-reading-pulse-run/post-62c38ab3-2312-4dd6-8385-2d0eca6e5048.json	2026-06-05T11:02:19.320478	1525	stale watcher artifact
Outputs/moltbook/2026-06-05-1100-edt-reading-pulse-run/posts-sort-new-limit-12.json	2026-06-05T11:01:37.146754	17369	stale watcher artifact
Outputs/moltbook/2026-06-05-1100-edt-reading-pulse-run/post-a227a6c4-40df-42b8-b837-00f381259e5e.json	2026-06-05T11:02:20.354530	3565	stale watcher artifact
Outputs/moltbook/2026-06-05-1100-edt-reading-pulse-run/post-85de1e0e-c8ad-4b8c-8a77-e05f9590119a.json	2026-06-05T11:02:18.760344	1879	stale watcher artifact
Outputs/moltbook/2026-06-05-1100-edt-reading-pulse-run/comments-792c7ca5-65cb-4793-9f8c-7a24dc5f0f9e.json	2026-06-05T11:02:20.202677	120	stale watcher artifact
Outputs/moltbook/2026-06-05-1100-edt-reading-pulse-run/comment-verify-jontheagent.json	2026-06-05T11:03:08.641233	298	stale watcher artifact
Outputs/moltbook/2026-06-05-1100-edt-reading-pulse-run/feed-sort-new-limit-12.json	2026-06-05T11:01:36.871158	19564	stale watcher artifact
Outputs/moltbook/2026-06-05-1100-edt-reading-pulse-run/comments-62c38ab3-2312-4dd6-8385-2d0eca6e5048.json	2026-06-05T11:02:19.507169	1580	stale watcher artifact
Outputs/moltbook/2026-06-05-1100-edt-reading-pulse-run/post-39379684-5528-47cc-8b9e-97d9bd2a4a44.json	2026-06-05T11:02:17.774995	3612	stale watcher artifact
Outputs/moltbook/2026-06-05-1100-edt-reading-pulse-run/notifications.json	2026-06-05T11:01:36.524412	159830	stale watcher artifact
Outputs/moltbook/2026-06-05-1100-edt-reading-pulse-run/post-6969f5ef-06de-417a-8806-3471e53db03c.json	2026-06-05T11:02:18.250279	1687	stale watcher artifact
Outputs/moltbook/2026-06-05-1100-edt-reading-pulse-run/comment-create-jontheagent.json	2026-06-05T11:02:53.691960	1830	stale watcher artifact
Outputs/moltbook/2026-06-05-1100-edt-reading-pulse-run/post-0905170c-0041-4715-b6cb-e3b687c9d12d.json	2026-06-05T11:02:19.699603	2610	stale watcher artifact
Outputs/moltbook/2026-06-05-1100-edt-reading-pulse-run/comment-create-body.json	2026-06-05T11:02:53.109504	437	stale watcher artifact
Outputs/moltbook/2026-06-05-1100-edt-reading-pulse-run/home.json	2026-06-05T11:01:35.999943	2036	stale watcher artifact
Outputs/moltbook/2026-06-05-1100-edt-reading-pulse-run/comments-a227a6c4-40df-42b8-b837-00f381259e5e.json	2026-06-05T11:02:20.525592	1540	stale watcher artifact
Outputs/moltbook/2026-06-05-1100-edt-reading-pulse-run/comment-verify-body.json	2026-06-05T11:03:08.481310	99	stale watcher artifact
Outputs/moltbook/2026-06-05-1100-edt-reading-pulse-run/post-792c7ca5-65cb-4793-9f8c-7a24dc5f0f9e.json	2026-06-05T11:02:19.997318	1600	stale watcher artifact
Outputs/moltbook/2026-06-05-1100-edt-reading-pulse-run/comments-39379684-after-reply.json	2026-06-05T11:03:08.821291	3806	stale watcher artifact
Outputs/moltbook/2026-06-05-1100-edt-reading-pulse-run/comments-85de1e0e-c8ad-4b8c-8a77-e05f9590119a.json	2026-06-05T11:02:18.935298	120	stale watcher artifact
Outputs/moltbook/2026-06-05-2300-edt-reading-pulse-run/post-d8fd30d9-777b-4ba8-877e-097023322794.json	2026-06-05T23:01:28.455287	1516	stale watcher artifact
Outputs/moltbook/2026-06-05-2300-edt-reading-pulse-run/comments-82fcbca3-0b53-4041-87c6-2e1d8c094bda.json	2026-06-05T23:01:29.629521	1264	stale watcher artifact
Outputs/moltbook/2026-06-05-2300-edt-reading-pulse-run/comment-verify-dragonflier-about-codi-challenge.json	2026-06-05T23:02:19.248827	75	stale watcher artifact
Outputs/moltbook/2026-06-05-2300-edt-reading-pulse-run/comments-bf40a819-1f82-4fa8-95cc-d51b9e6c6d86.json	2026-06-05T23:01:29.242810	2381	stale watcher artifact
Outputs/moltbook/2026-06-05-2300-edt-reading-pulse-run/post-d85855eb-5688-447f-be25-5c15bf83bc5d.json	2026-06-05T23:01:30.329698	1154	stale watcher artifact
Outputs/moltbook/2026-06-05-2300-edt-reading-pulse-run/comments-0a0e6abf-6380-48c5-a73f-a4cddbac2d94.json	2026-06-05T23:01:27.925156	119	stale watcher artifact
Outputs/moltbook/2026-06-05-2300-edt-reading-pulse-run/post-1ae5a1ba-c649-4544-b87f-2d19306fcc68.json	2026-06-05T23:01:28.065673	1419	stale watcher artifact
Outputs/moltbook/2026-06-05-2300-edt-reading-pulse-run/post-388f9e99-77cc-4d42-88be-b98d98b26b20.json	2026-06-05T23:01:28.850769	3313	stale watcher artifact
Outputs/moltbook/2026-06-05-2300-edt-reading-pulse-run/comment-verify-forgereputation-receipts.json	2026-06-05T23:02:33.440295	284	stale watcher artifact
Outputs/moltbook/2026-06-05-2300-edt-reading-pulse-run/comment-create-dragonflier-about-codi.json	2026-06-05T23:02:19.248579	2079	stale watcher artifact
Outputs/moltbook/2026-06-05-2300-edt-reading-pulse-run/comment-verify-dragonflier-about-codi.json	2026-06-05T23:02:33.676399	294	stale watcher artifact
Outputs/moltbook/2026-06-05-2300-edt-reading-pulse-run/comments-acc26666-076c-4eb7-b8a4-b7d68e4d0c33.json	2026-06-05T23:01:30.138159	3201	stale watcher artifact
Outputs/moltbook/2026-06-05-2300-edt-reading-pulse-run/post-bf40a819-1f82-4fa8-95cc-d51b9e6c6d86.json	2026-06-05T23:01:29.138097	3838	stale watcher artifact
Outputs/moltbook/2026-06-05-2300-edt-reading-pulse-run/comments-d85855eb-5688-447f-be25-5c15bf83bc5d.json	2026-06-05T23:01:30.420962	119	stale watcher artifact
Outputs/moltbook/2026-06-05-2300-edt-reading-pulse-run/post-0a0e6abf-6380-48c5-a73f-a4cddbac2d94.json	2026-06-05T23:01:27.838250	2304	stale watcher artifact
Outputs/moltbook/2026-06-05-2300-edt-reading-pulse-run/comments-d85855eb-after-reply.json	2026-06-05T23:02:46.664043	1588	stale watcher artifact
Outputs/moltbook/2026-06-05-2300-edt-reading-pulse-run/comment-create-forgereputation-receipts.json	2026-06-05T23:02:19.043461	1948	stale watcher artifact
Outputs/moltbook/2026-06-05-2300-edt-reading-pulse-run/comments-1ae5a1ba-c649-4544-b87f-2d19306fcc68.json	2026-06-05T23:01:28.265216	1855	stale watcher artifact
Outputs/moltbook/2026-06-05-2300-edt-reading-pulse-run/feed-new.json	2026-06-05T23:01:04.034017	34745	stale watcher artifact
Outputs/moltbook/2026-06-05-2300-edt-reading-pulse-run/comments-d8fd30d9-777b-4ba8-877e-097023322794.json	2026-06-05T23:01:28.647319	1792	stale watcher artifact
Outputs/moltbook/2026-06-05-2300-edt-reading-pulse-run/notifications.json	2026-06-05T23:01:03.726413	125538	stale watcher artifact
Outputs/moltbook/2026-06-05-2300-edt-reading-pulse-run/comment-verify-forgereputation-receipts-challenge.json	2026-06-05T23:02:19.043679	75	stale watcher artifact
Outputs/moltbook/2026-06-05-2300-edt-reading-pulse-run/post-82fcbca3-0b53-4041-87c6-2e1d8c094bda.json	2026-06-05T23:01:29.444625	1699	stale watcher artifact
Outputs/moltbook/2026-06-05-2300-edt-reading-pulse-run/comments-acc26666-after-reply.json	2026-06-05T23:02:46.571864	4497	stale watcher artifact
Outputs/moltbook/2026-06-05-2300-edt-reading-pulse-run/post-acc26666-076c-4eb7-b8a4-b7d68e4d0c33.json	2026-06-05T23:01:30.038344	1972	stale watcher artifact
Outputs/moltbook/2026-06-05-2300-edt-reading-pulse-run/feed-hot.json	2026-06-05T23:01:05.459031	30275	stale watcher artifact
Outputs/moltbook/2026-06-05-2300-edt-reading-pulse-run/home.json	2026-06-05T23:01:03.481470	3315	stale watcher artifact
Outputs/moltbook/2026-06-05-2300-edt-reading-pulse-run/comments-388f9e99-77cc-4d42-88be-b98d98b26b20.json	2026-06-05T23:01:29.048127	1349	stale watcher artifact
Outputs/moltbook/2026-06-05-2300-edt-reading-pulse-run/posts-new.json	2026-06-05T23:01:04.292124	22125	stale watcher artifact
maintenance/stale-staging/2026-06-05_070133-codicore-stale-file-staging/evaluated_roots.txt	2026-06-05T07:01:33.768294	178	stale report
maintenance/stale-staging/2026-06-05_070133-codicore-stale-file-staging/out_of_scope_not_scanned.txt	2026-06-05T07:01:33.770802	411	stale report
